,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ACADM,380.9849286,-0.143866526,0.084510258,-1.702355773,0.088688695,0.32731607
ACADS,3696.104723,-0.017073125,0.028171921,-0.606033389,0.544492582,0.951327239
ACADSB,279.963185,0.106831358,0.11342999,0.941826393,0.34628153,0.756502334
ACADVL,977.0726414,0.040751277,0.041007302,0.993756611,0.320341374,0.725210326
ACAN,8894.286973,0.010231747,0.036599604,0.27955896,0.779815897,0.999991981
ACAP1,2708.35521,0.0355485,0.032965562,1.078352628,0.280876419,0.671357968
ACAP2,2579.83947,-0.015715398,0.028079871,-0.559667759,0.575706077,0.974790517
ACAP2.IT1,0.2394072,-0.160364936,0.354018497,-0.452984626,0.650559812,0.999991981
ACAP3,9686.158313,0.050712339,0.039329798,1.289412646,0.197254667,0.541411047
ACAT1,2924.361071,-0.069911251,0.045896511,-1.523236742,0.127699487,0.41266492
ACAT2,24.46657077,-0.016093392,0.080402832,-0.200159517,0.841355827,0.999991981
ACBD3,0.21857498,-0.075652811,0.423848497,-0.178490219,0.858338002,0.999991981
ACBD3.AS1,0.056266224,-0.021613611,1.002791511,-0.021553444,0.982804171,0.999991981
ACBD4,648.9405442,-0.029512646,0.048315222,-0.610835351,0.541308588,0.948614001
ACBD5,450.8142875,0.033116111,0.043371584,0.763543968,0.445139051,0.863129159
ACBD6,2.902674347,-0.304810155,0.158080724,-1.928193054,0.053831118,0.235985713
ACBD7,2.419285368,-0.07277062,0.181574028,-0.400776592,0.688584615,0.999991981
ACCS,334.4302619,0.118090454,0.093370109,1.264756515,0.205958624,0.556118171
ACCSL,264.873121,-0.166809821,0.137698081,-1.211417179,0.225735559,0.590047058
ACD,3324.381548,-0.001022906,0.022447958,-0.045567871,0.963654678,0.999991981
ACE,46.14900273,-0.079762546,0.066055361,-1.207510551,0.227235584,0.592328559
ACE2,6085.64763,0.131406366,0.109034687,1.205179472,0.228134025,0.593801586
ACE3P,0.57664767,0.107041533,0.152704024,0.700973887,0.483319311,0.8994628
ACER1,998.7967627,-0.041407331,0.04446607,-0.931211839,0.351743995,0.762412443
ACER2,23.33084074,-0.140795617,0.08412104,-1.673726542,0.094184355,0.340833862
ACER3,2899.910336,-0.025620474,0.081227946,-0.315414528,0.752446938,0.999991981
ACHE,3933.203834,-0.002770052,0.061621474,-0.044952704,0.964145007,0.999991981
ACIN1,6311.920649,0.047712008,0.02186539,2.182078943,0.029103707,0.154862005
ACKR1,0.101091236,-0.085253278,0.571099431,-0.14927922,0.881333311,0.999991981
ACKR2,1740.338494,-0.048755003,0.037489814,-1.300486677,0.19343422,0.535660438
ACKR3,671.4238326,0.064840774,0.056565464,1.146296161,0.251672631,0.630551591
ACKR4,469.7422564,-0.234158027,0.064369369,-3.63772446,0.000275057,0.005382427
ACKR4P1,0.14955208,-0.049548096,0.752623399,-0.06583385,0.947510106,0.999991981
ACLY,847.467276,0.30660245,0.093317166,3.285595376,0.001017671,0.014292192
ACMSD,1504.901499,0.155514625,0.054345068,2.861614315,0.004214895,0.040077805
ACNATP,0.408129993,-0.077763174,0.272773736,-0.285083069,0.775580501,0.999991981
ACO1,495.3896095,0.362699606,0.065409021,5.545100699,2.94E-08,3.87E-06
ACO2,1460.750881,-0.084790416,0.033525468,-2.529134441,0.011434422,0.080522268
ACOD1,1975.206715,0.046286624,0.035873695,1.290266399,0.196958179,0.540853333
ACOT1,18.38702971,0.040556202,0.053117545,0.76351801,0.445154526,0.863129159
ACOT11,118.5859728,-0.097366337,0.168190521,-0.57890502,0.562653263,0.964845739
ACOT12,0.755733906,-0.249939572,0.249641195,-1.001195221,0.316732437,0.720652818
ACOT13,295.5904838,-0.106757271,0.112138454,-0.952013048,0.341090365,0.751095453
ACOT2,0.370847837,-0.106848489,0.261713008,-0.408265872,0.683078492,0.999991981
ACOT4,24.12862438,-0.050992504,0.080545223,-0.633091599,0.526673828,0.937210431
ACOT6,0.046556429,-0.042000613,1.889570259,-0.022227601,0.982266401,0.999991981
ACOT7,5693.018342,0.119611666,0.036863698,3.244700694,0.001175741,0.015964097
ACOT8,951.4663974,0.359667976,0.597923104,0.601528815,NA,NA
ACOT9,2591.728545,-0.021464854,0.06966544,-0.308113379,0.757996061,0.999991981
ACOX1,40.23106305,0.07976257,0.162402907,0.491140037,0.623327406,0.999991981
ACOX2,3096.863571,-0.136624253,0.056218691,-2.430228281,0.015089316,0.097383216
ACOX3,243.3694162,0.528153059,0.089314505,5.913407421,3.35E-09,6.31E-07
ACOXL,1137.997317,-0.026113391,0.036105359,-0.723255287,0.469523058,0.886791879
ACOXL.AS1,118.1709486,-0.174816588,0.045717017,-3.823884366,0.000131366,0.003096932
ACP1,744.2541227,-0.073033603,0.033483251,-2.181198073,0.029168769,0.155160718
ACP2,156.2510859,-0.072837343,0.09642985,-0.755340206,0.45004488,0.867624379
ACP4,3055.364083,-0.004740677,0.032831637,-0.144393546,0.885189713,0.999991981
ACP5,5073.367501,0.02194509,0.043818191,0.500821449,0.616496789,0.999991981
ACP6,718.952411,-0.014720644,0.028233646,-0.521386575,0.602097502,0.992616528
ACP7,0.322146186,0.020139959,0.29479264,0.068319071,0.945531643,0.999991981
ACPP,81942.08989,-0.153212397,0.102018998,-1.501802596,0.133148098,0.424533175
ACR,1180.323827,0.207811761,0.056540884,3.675424686,0.000237454,0.004838743
ACRBP,12171.80201,0.035376404,0.025108826,1.408923047,0.158857924,0.476118843
ACRV1,1325.110511,0.024058549,0.037356877,0.644019264,0.519562942,0.930375787
ACSBG1,190.8238095,-0.17338002,0.121772184,-1.423806442,0.15450251,0.467378495
ACSBG2,416.5664181,0.002670651,0.045941276,0.058131852,0.953643603,0.999991981
ACSF2,172.5878834,-0.263441769,0.103823553,-2.537398896,0.011167962,0.079448353
ACSF3,0.0614635,0.150740127,1.372245853,0.109849213,0.912528961,0.999991981
ACSL1,3769.562437,-0.00428755,0.050395834,-0.085077466,0.932199805,0.999991981
ACSL3,5139.736391,-0.085064313,0.043637973,-1.949318607,0.051257388,0.228414985
ACSL3.AS1,5.021514337,0.17410491,0.122255864,1.424102736,0.154416735,0.467281621
ACSL4,3289.554723,0.122726497,0.059590881,2.059484519,0.039447847,0.190912743
ACSL5,5.612657382,0.581809007,0.130537402,4.457029169,8.31E-06,0.000370481
ACSL6,1.875159245,-0.210970281,0.164053482,-1.285984779,0.198448374,0.543743227
ACSL6.AS1,84.06290557,-0.192511003,0.05008438,-3.843733396,0.000121177,0.0029094
ACSM1,4719.859951,-0.002115509,0.061955439,-0.034145648,0.972761008,0.999991981
ACSM2A,0.064999993,-0.05982374,0.812591251,-0.07362095,0.941312,0.999991981
ACSM2B,385.9627991,-0.52847775,0.086342779,-6.120694226,9.32E-10,2.22E-07
ACSM3,1375.468863,-0.007737294,0.088848854,-0.087083779,0.930604919,0.999991981
ACSM4,3.797805793,0.042859368,0.098841493,0.433617166,0.664566467,0.999991981
ACSM5,18.61098938,0.13865118,0.131746957,1.052405183,0.292613692,0.687875602
ACSM5P1,4.418357694,0.260492782,0.136889193,1.902946294,0.057047553,0.245657616
ACSM6,665.8681319,0.244841191,0.067161917,3.645536079,0.000266835,0.005264399
ACSS1,5945.15272,0.074236152,0.040111061,1.850765111,0.064203352,0.265810593
ACSS2,10217.62586,-0.02747771,0.029407821,-0.934367429,0.350114393,0.760549896
ACSS3,42610.41096,-0.069608744,0.072405554,-0.961372989,0.336364661,0.745231497
ACTA1,2135.812849,0.043716377,0.030169029,1.449048184,0.147324127,0.453860153
ACTA2,1221.928848,-0.010356391,0.041662782,-0.24857655,0.803688349,0.999991981
ACTA2.AS1,761.0992974,0.048953536,0.060820479,0.804885743,0.420885617,0.839318088
ACTB,13540.08137,-0.027302356,0.075496934,-0.361635291,0.717624589,0.999991981
ACTBL2,561.8793183,-0.053901914,0.026624898,-2.0244928,0.042919472,0.20222748
ACTBP1,0.846501286,-0.209084233,0.357626049,-0.584644865,0.558786534,0.962200858
ACTBP11,170.4700724,-0.131515172,0.078945675,-1.665894579,0.095734414,0.344828337
ACTBP12,3.882918566,-0.115244564,0.09546709,-1.207165355,0.22736847,0.592452889
ACTBP13,1.142734609,-0.069088094,0.210025445,-0.328951064,0.742192677,0.999991981
ACTBP14,0.218540122,-0.215691636,0.348765538,-0.618443088,0.536283303,0.944919447
ACTBP2,0.981086122,-0.268758825,0.179551907,-1.496830801,0.13443729,0.427233401
ACTBP6,0.190747091,0.033278713,0.392230072,0.08484488,0.932384713,0.999991981
ACTBP7,0.09125886,-0.000371537,0.623629033,-0.000595765,0.999524648,0.999991981
ACTBP8,4.822547056,-0.100932862,0.073482471,-1.373563793,0.169577144,0.494594683
ACTBP9,6.590057652,0.014200885,0.088387274,0.160666629,0.872355974,0.999991981
ACTC1,3046.197274,-0.024787951,0.036808017,-0.673438914,0.500668099,0.914384451
ACTG1,1332.698464,-0.060292319,0.061188637,-0.985351568,0.324451411,0.73123008
ACTG1P1,535.1156857,-0.215059689,0.155966713,-1.378881968,0.167931149,0.491620629
ACTG1P10,120.4754825,-0.110358845,0.072424819,-1.523771082,0.127565906,0.41236862
ACTG1P11,1.1915311,0.246394757,0.182835443,1.347631257,0.177777012,0.509422335
ACTG1P12,0.535245192,-0.110761574,0.23270553,-0.475973106,0.634093538,0.999991981
ACTG1P13,0.096914707,0.062488201,0.596929544,0.104682708,0.916627584,0.999991981
ACTG1P14,0.061425333,0.131208588,0.853366966,0.153754005,0.877803701,0.999991981
ACTG1P15,3.800425146,0.111152261,0.102393936,1.085535581,0.277684514,0.667277175
ACTG1P16,0.05304352,-0.034859668,0.881638964,-0.039539618,0.968460168,0.999991981
ACTG1P17,0.891061405,-0.011993842,0.147603925,-0.081256932,0.935237624,0.999991981
ACTG1P18,0.032622611,-0.054334915,2.001158736,-0.027151726,0.978338718,0.999991981
ACTG1P19,0.493941678,-0.2331802,0.176344386,-1.322300103,0.186068239,0.524246982
ACTG1P2,0.085029584,-0.056733826,0.634532152,-0.089410482,0.928755693,0.999991981
ACTG1P20,1.454955684,-0.220615287,0.132379774,-1.666533185,0.095607264,0.344584515
ACTG1P21,0.594657571,0.021260517,0.181320639,0.117253707,0.906659008,0.999991981
ACTG1P22,0.031649451,-0.028668947,1.338911514,-0.02141213,0.982916898,0.999991981
ACTG1P23,8.257376305,0.164676465,0.099034553,1.662818285,0.096348815,0.346145524
ACTG1P24,1.8477552,-0.177589821,0.116169177,-1.528717216,0.126334562,0.409912451
ACTG1P3,0.9645281,0.160778288,0.150829302,1.06596189,0.28644087,0.679560045
ACTG1P4,2.049114174,0.747054443,0.189012453,3.952408581,7.74E-05,0.002051239
ACTG1P9,213.6226738,-0.063171223,0.058332469,-1.082951294,0.278830043,0.668995865
ACTG2,87.0253252,-0.686074616,0.258191358,-2.657233069,0.007878495,0.062327893
ACTL10,7025.861837,8.32E-05,0.027794638,0.002995143,0.997610225,0.999991981
ACTL6A,6912.743434,-0.008342538,0.032644599,-0.255556465,0.798293338,0.999991981
ACTL6B,314.1983871,-0.03806628,0.110629716,-0.344087299,0.730780634,0.999991981
ACTL7A,638.7814632,0.081818171,0.093648002,0.873677697,0.3822938,0.79893153
ACTL7B,3904.849473,0.021559447,0.03263554,0.660612548,0.50886082,0.921384978
ACTL8,1694.003221,-0.083722089,0.030032891,-2.787680012,0.005308695,0.047248338
ACTL9,2553.804148,-0.083805617,0.038387526,-2.183147147,0.029024976,0.154627041
ACTN1,203.2065351,-0.052852299,0.269838168,-0.195866654,0.844714538,0.999991981
ACTN1.AS1,0.518615567,-0.114750948,0.232606184,-0.493327159,0.621781441,0.999991981
ACTN2,1241.093066,-0.094573425,0.038831998,-2.435450883,0.014873244,0.09647217
ACTN3,20.70730606,-0.024814476,0.086101455,-0.288200421,0.773193326,0.999991981
ACTN4,7.871834843,-0.058031608,0.09289908,-0.624673651,0.53218527,0.941429434
ACTN4P1,5.476952127,-0.103148881,0.087269921,-1.181952271,0.23722464,0.608020373
ACTN4P2,35.32932932,0.048194242,0.060532087,0.796176782,0.42592929,0.844596214
ACTP1,120.2776901,-0.020293118,0.123174731,-0.164750658,0.869140242,0.999991981
ACTR10,18.49557611,0.112145257,0.666831723,0.168176247,0.866444627,0.999991981
ACTR1A,1478.099251,0.004143303,0.044745665,0.092596757,0.926223921,0.999991981
ACTR1B,33793.85873,0.004756565,0.029052236,0.163724573,0.869947972,0.999991981
ACTR2,1863.124988,-0.068899498,0.033092387,-2.08203471,0.037339299,0.184192144
ACTR3,317.3471072,-0.058086978,0.096277237,-0.603330343,0.546288951,0.952138023
ACTR3B,859.3713762,0.116953714,0.067521075,1.732106809,0.083254547,0.314972834
ACTR3BP1,0.027160609,-0.064563277,1.630796291,-0.039590032,0.968419975,0.999991981
ACTR3BP2,0.261419105,-0.174380989,0.501984504,-0.347383211,0.728303445,0.999991981
ACTR3BP3,27.88635816,-0.005884486,0.065877303,-0.089324944,0.928823671,0.999991981
ACTR3BP4,918.4009153,-0.225546763,0.151385626,-1.489882292,0.136255189,0.430816356
ACTR3BP5,0.017759261,-0.034045338,2.147309424,-0.015854882,0.987350164,0.999991981
ACTR3BP6,5.661964117,-0.069060525,0.112157664,-0.615745036,0.538062809,0.946307592
ACTR3C,972.8800556,0.035336932,0.033794797,1.045632319,0.295730822,0.692115215
ACTR3P2,0.238936823,0.289431278,0.344920991,0.83912341,0.401400061,0.819316994
ACTR3P3,0.161215417,-0.080614004,0.507141541,-0.158957604,0.873702276,0.999991981
ACTR5,164.5609939,0.170323963,0.739664188,0.230272014,NA,NA
ACTR6,182.8006814,0.004906788,0.119707271,0.040989889,0.967303956,0.999991981
ACTR8,2073.712354,-0.155861174,0.037473222,-4.159268066,3.19E-05,0.001056322
ACTRT1,5652.090122,-0.039930659,0.046412963,-0.860334197,0.389604847,0.806320361
ACTRT2,1514.322068,-0.081275321,0.058539343,-1.388387986,0.165018933,0.486123631
ACTRT3,152.37471,0.346998741,0.116802935,2.970804991,0.002970203,0.031156222
ACVR1,522.6477621,0.092297006,0.084517468,1.092046506,0.27481266,0.663753604
ACVR1B,1689.909726,-0.108339281,0.044928176,-2.411388397,0.015891915,0.100988587
ACVR1C,1196.851942,0.00736723,0.037620444,0.195830503,0.844742834,0.999991981
ACVR2A,803.935656,0.054670474,0.035697455,1.531495029,0.125647094,0.408663368
ACVR2B,3164.14034,-0.051448655,0.042320876,-1.215680287,0.224106736,0.587033035
ACVR2B.AS1,46.09093316,-0.145516351,0.066230581,-2.197117243,0.028012074,0.15064396
ACVRL1,1602.345952,0.053978709,0.043055247,1.253708033,0.209948147,0.562704402
ACY1,0.337488461,-0.314684062,0.488632136,-0.644010163,0.519568844,0.930375787
ACY3,34.56285184,-0.842336124,0.136026804,-6.192427494,5.92E-10,1.57E-07
ACYP1,1349.929645,0.006401007,0.074066143,0.086422853,0.931130281,0.999991981
ACYP2,287.4041265,-0.147572964,0.131379199,-1.12325973,0.261327201,0.644568788
ADA,78.02993376,-0.349179201,0.151795192,-2.300331099,0.021429469,0.125048989
ADA2,7185.779584,-0.001751692,0.044600232,-0.039275393,0.968670825,0.999991981
ADAD1,6212.327603,-0.012205339,0.027206329,-0.448621307,0.653704861,0.999991981
ADAD1P2,0.18136563,-0.122990521,0.34956583,-0.351837939,0.724959804,0.999991981
ADAD2,3310.266973,0.493605999,0.092719905,5.323624918,1.02E-07,1.08E-05
ADAL,29.21974857,0.343239942,0.148957268,2.304284624,0.021206671,0.124061169
ADAM10,2200.147306,-0.05664396,0.027814841,-2.036465348,0.041703649,0.198407579
